30/03/2022 10:14:46, File Created!
30/03/2022 10:20:29:226, 5, idle
30/03/2022 10:20:29:497, 5, idle
30/03/2022 10:20:29:786, 23, idle
30/03/2022 10:20:30:064, 15, repeating_exercise
30/03/2022 10:20:30:326, 7, repeating_exercise
30/03/2022 10:20:30:598, 4, repeating_exercise
30/03/2022 10:20:30:872, 6, repeating_exercise
30/03/2022 10:20:31:142, 4, repeating_exercise
30/03/2022 10:20:31:413, 3, repeating_exercise
30/03/2022 10:20:31:683, 3, repeating_exercise
30/03/2022 10:20:31:954, 4, repeating_exercise
30/03/2022 10:20:32:226, 5, repeating_exercise
30/03/2022 10:20:32:496, 5, repeating_exercise
30/03/2022 10:20:32:764, 2, repeating_exercise
30/03/2022 10:20:33:037, 5, repeating_exercise
30/03/2022 10:20:33:308, 4, repeating_exercise
30/03/2022 10:20:33:578, 2, repeating_exercise
30/03/2022 10:20:33:850, 4, repeating_exercise
30/03/2022 10:20:34:120, 4, repeating_exercise
30/03/2022 10:20:34:390, 3, repeating_exercise
30/03/2022 10:20:34:660, 3, repeating_exercise
30/03/2022 10:20:34:932, 3, repeating_exercise
30/03/2022 10:20:35:261, 61, repeating_exercise
30/03/2022 10:20:35:475, 5, repeating_exercise
30/03/2022 10:20:35:772, 28, repeating_exercise
30/03/2022 10:20:36:038, 9, repeating_exercise
30/03/2022 10:20:36:309, 6, repeating_exercise
30/03/2022 10:20:36:582, 5, repeating_exercise
30/03/2022 10:20:36:852, 5, repeating_exercise
30/03/2022 10:20:37:138, 17, repeating_exercise
30/03/2022 10:20:37:403, 2, repeating_exercise
30/03/2022 10:20:37:694, 24, repeating_exercise
30/03/2022 10:20:38:064, 86, repeating_exercise
30/03/2022 10:20:38:267, 17, repeating_exercise
30/03/2022 10:20:38:532, 6, idle
30/03/2022 10:20:38:840, 40, idle
30/03/2022 10:20:39:112, 7, idle
30/03/2022 10:20:39:382, 4, idle
30/03/2022 10:20:39:665, 16, idle
30/03/2022 10:20:39:932, 9, idle
30/03/2022 10:20:40:210, 14, idle
30/03/2022 10:20:40:474, 6, idle
30/03/2022 10:20:40:746, 6, idle
30/03/2022 10:20:41:018, 6, idle
30/03/2022 10:20:41:288, 4, idle
30/03/2022 10:20:41:560, 6, idle
30/03/2022 10:20:41:831, 4, idle
30/03/2022 10:20:42:105, 5, idle
30/03/2022 10:20:42:384, 14, idle
30/03/2022 10:20:42:653, 6, idle
30/03/2022 10:20:42:924, 5, idle
30/03/2022 10:20:43:194, 3, idle
30/03/2022 10:20:43:467, 3, idle
30/03/2022 10:20:43:744, 9, idle
30/03/2022 10:20:44:016, 10, idle
30/03/2022 10:20:44:287, 6, idle
30/03/2022 10:20:44:555, 3, idle
30/03/2022 10:20:44:828, 6, idle
30/03/2022 10:20:45:113, 20, idle
30/03/2022 10:20:45:370, 5, idle
30/03/2022 10:20:45:652, 6, idle
30/03/2022 10:20:45:922, 3, idle
30/03/2022 10:20:46:220, 12, idle
30/03/2022 10:20:46:490, 10, idle
30/03/2022 10:20:46:763, 8, idle
30/03/2022 10:20:47:035, 6, idle
30/03/2022 10:20:47:317, 13, idle
30/03/2022 10:20:47:588, 5, idle
30/03/2022 10:20:47:858, 4, idle
30/03/2022 10:20:48:166, 41, idle
30/03/2022 10:20:48:432, 5, idle
30/03/2022 10:20:48:721, 21, idle
30/03/2022 10:20:49:006, 17, idle
30/03/2022 10:20:49:274, 4, idle
30/03/2022 10:20:49:562, 21, idle
30/03/2022 10:20:49:832, 8, idle
30/03/2022 10:20:50:113, 8, idle
30/03/2022 10:20:50:385, 6, idle
30/03/2022 10:20:50:697, 18, idle
30/03/2022 10:20:51:058, 63, idle
30/03/2022 10:20:51:355, 36, idle
30/03/2022 10:20:51:652, 21, idle
30/03/2022 10:20:51:970, 56, idle
30/03/2022 10:20:52:304, 43, idle
30/03/2022 10:20:52:554, 20, idle
30/03/2022 10:20:52:830, 15, idle
30/03/2022 10:20:53:117, 18, idle
30/03/2022 10:20:53:388, 6, idle
30/03/2022 10:20:53:670, 13, idle
30/03/2022 10:20:53:936, 6, idle
30/03/2022 10:20:54:221, 20, idle
30/03/2022 10:20:54:513, 15, idle
30/03/2022 10:20:54:790, 8, idle
30/03/2022 10:20:55:105, 21, idle
30/03/2022 10:20:55:396, 26, idle
30/03/2022 10:20:55:688, 31, idle
30/03/2022 10:20:55:955, 5, idle
30/03/2022 10:20:56:225, 5, idle
30/03/2022 10:20:56:503, 13, idle
30/03/2022 10:20:56:769, 6, idle
30/03/2022 10:20:57:038, 4, idle
30/03/2022 10:20:57:307, 3, idle
30/03/2022 10:20:57:581, 5, idle
30/03/2022 10:20:57:855, 6, idle
30/03/2022 10:20:58:127, 7, idle
30/03/2022 10:20:58:398, 4, idle
30/03/2022 10:20:58:671, 5, idle
30/03/2022 10:20:58:962, 24, idle
30/03/2022 10:20:59:218, 9, idle
30/03/2022 10:20:59:495, 8, idle
30/03/2022 10:20:59:774, 8, idle
30/03/2022 10:21:00:046, 5, idle
30/03/2022 10:21:00:319, 4, idle
30/03/2022 10:21:00:597, 9, idle
30/03/2022 10:21:00:862, 2, idle
30/03/2022 10:21:01:140, 7, idle
30/03/2022 10:21:01:414, 6, idle
30/03/2022 10:21:01:690, 7, idle
30/03/2022 10:21:01:969, 12, idle
30/03/2022 10:21:02:238, 7, idle
30/03/2022 10:21:02:509, 5, idle
30/03/2022 10:21:02:780, 5, idle
30/03/2022 10:21:03:051, 5, idle
30/03/2022 10:21:03:324, 6, idle
30/03/2022 10:21:03:595, 6, idle
30/03/2022 10:21:03:867, 8, idle
30/03/2022 10:21:04:137, 6, idle
30/03/2022 10:21:04:412, 7, idle
30/03/2022 10:21:04:679, 3, idle
30/03/2022 10:21:04:951, 3, idle
30/03/2022 10:21:05:223, 4, idle
30/03/2022 10:21:05:498, 8, idle
30/03/2022 10:21:05:779, 8, idle
30/03/2022 10:21:06:055, 9, idle
30/03/2022 10:21:06:343, 23, idle
30/03/2022 10:21:06:613, 10, idle
30/03/2022 10:21:06:883, 5, idle
30/03/2022 10:21:07:194, 45, idle
30/03/2022 10:21:07:430, 10, idle
30/03/2022 10:21:07:694, 4, idle
30/03/2022 10:21:07:966, 4, idle
30/03/2022 10:21:08:237, 3, idle
30/03/2022 10:21:08:507, 3, idle
30/03/2022 10:21:08:778, 4, idle
30/03/2022 10:21:09:073, 26, idle
30/03/2022 10:21:09:352, 12, idle
30/03/2022 10:21:09:616, 5, idle
30/03/2022 10:21:09:889, 7, idle
30/03/2022 10:21:10:159, 4, idle
30/03/2022 10:21:10:433, 6, idle
30/03/2022 10:21:10:705, 8, idle
30/03/2022 10:21:10:973, 6, idle
30/03/2022 10:21:11:242, 2, idle
30/03/2022 10:21:11:517, 4, idle
30/03/2022 10:21:11:821, 38, idle
30/03/2022 10:21:12:058, 4, idle
30/03/2022 10:21:12:331, 5, idle
30/03/2022 10:21:12:603, 6, idle
30/03/2022 10:21:12:872, 5, idle
30/03/2022 10:21:13:144, 6, idle
30/03/2022 10:21:13:416, 5, idle
30/03/2022 10:21:13:687, 6, idle
30/03/2022 10:21:13:970, 17, idle
30/03/2022 10:21:14:227, 4, idle
30/03/2022 10:21:14:498, 4, idle
30/03/2022 10:21:14:768, 4, idle
30/03/2022 10:21:15:039, 4, idle
30/03/2022 10:21:15:313, 6, idle
30/03/2022 10:21:15:580, 3, idle
30/03/2022 10:21:15:853, 5, idle
30/03/2022 10:21:16:123, 4, idle
30/03/2022 10:21:16:391, 2, idle
30/03/2022 10:21:16:665, 6, idle
30/03/2022 10:21:16:935, 4, idle
30/03/2022 10:21:17:209, 6, idle
30/03/2022 10:21:17:480, 7, idle
30/03/2022 10:21:17:747, 4, idle
30/03/2022 10:21:18:017, 3, idle
30/03/2022 10:21:18:292, 7, idle
30/03/2022 10:21:18:560, 5, idle
30/03/2022 10:21:18:830, 4, idle
30/03/2022 10:21:19:102, 6, idle
30/03/2022 10:21:19:369, 3, idle
30/03/2022 10:21:19:646, 8, idle
30/03/2022 10:21:19:912, 3, idle
30/03/2022 10:21:20:184, 4, idle
30/03/2022 10:21:20:455, 4, idle
30/03/2022 10:21:20:732, 9, idle
30/03/2022 10:21:20:999, 3, idle
30/03/2022 10:21:21:271, 5, idle
30/03/2022 10:21:21:545, 8, idle
30/03/2022 10:21:21:813, 5, idle
30/03/2022 10:21:22:083, 5, idle
30/03/2022 10:21:22:363, 14, idle
30/03/2022 10:21:22:624, 5, idle
30/03/2022 10:21:22:894, 5, idle
30/03/2022 10:21:23:168, 9, idle
30/03/2022 10:21:23:434, 3, idle
30/03/2022 10:21:23:709, 8, idle
30/03/2022 10:21:23:979, 7, idle
30/03/2022 10:21:24:247, 4, idle
30/03/2022 10:21:24:515, 2, idle
30/03/2022 10:21:24:790, 7, idle
30/03/2022 10:21:25:057, 4, idle
30/03/2022 10:21:25:331, 7, idle
30/03/2022 10:21:25:598, 3, idle
30/03/2022 10:21:25:872, 7, idle
30/03/2022 10:21:26:141, 3, idle
30/03/2022 10:21:26:410, 2, idle
30/03/2022 10:21:26:684, 5, idle
30/03/2022 10:21:26:956, 7, idle
30/03/2022 10:21:27:224, 5, idle
30/03/2022 10:21:27:507, 15, idle
30/03/2022 10:21:27:766, 4, idle
30/03/2022 10:21:28:038, 5, idle
30/03/2022 10:21:28:310, 6, idle
30/03/2022 10:21:28:576, 2, idle
30/03/2022 10:21:28:850, 6, idle
30/03/2022 10:21:29:121, 4, idle
30/03/2022 10:21:29:395, 5, idle
30/03/2022 10:21:29:663, 3, idle
30/03/2022 10:21:29:937, 4, idle
30/03/2022 10:21:30:212, 9, idle
30/03/2022 10:21:30:487, 10, idle
30/03/2022 10:21:30:754, 4, idle
30/03/2022 10:21:31:026, 5, idle
30/03/2022 10:21:31:295, 3, idle
30/03/2022 10:21:31:568, 4, idle
30/03/2022 10:21:31:838, 3, idle
30/03/2022 10:21:32:110, 5, idle
30/03/2022 10:21:32:381, 4, idle
30/03/2022 10:21:32:654, 6, idle
30/03/2022 10:21:32:925, 6, idle
30/03/2022 10:21:33:196, 6, idle
30/03/2022 10:21:33:465, 4, idle
30/03/2022 10:21:33:744, 11, idle
30/03/2022 10:21:34:006, 3, idle
30/03/2022 10:21:34:276, 2, idle
30/03/2022 10:21:34:553, 9, idle
30/03/2022 10:21:34:821, 6, idle
30/03/2022 10:21:35:095, 8, idle
30/03/2022 10:21:35:362, 4, idle
30/03/2022 10:21:35:633, 5, idle
30/03/2022 10:21:35:906, 6, idle
30/03/2022 10:21:36:174, 3, idle
30/03/2022 10:21:36:445, 4, idle
30/03/2022 10:21:36:716, 3, idle
30/03/2022 10:21:36:989, 5, idle
30/03/2022 10:21:37:257, 3, idle
30/03/2022 10:21:37:533, 8, idle
30/03/2022 10:21:37:800, 5, idle
30/03/2022 10:21:38:071, 4, idle
30/03/2022 10:21:38:341, 3, idle
30/03/2022 10:21:38:612, 4, idle
30/03/2022 10:21:38:885, 5, idle
30/03/2022 10:21:39:166, 15, idle
30/03/2022 10:21:39:425, 2, idle
30/03/2022 10:21:39:698, 4, idle
30/03/2022 10:21:39:969, 3, idle
30/03/2022 10:21:40:244, 7, idle
30/03/2022 10:21:40:524, 17, repeating_exercise
30/03/2022 10:21:40:782, 5, repeating_exercise
30/03/2022 10:21:41:051, 3, repeating_exercise
30/03/2022 10:21:41:328, 9, repeating_exercise
30/03/2022 10:21:41:867, 6, repeating_exercise
30/03/2022 10:21:42:144, 10, repeating_exercise
30/03/2022 10:21:42:457, 52, repeating_exercise
30/03/2022 10:21:42:752, 76, repeating_exercise
30/03/2022 10:21:42:952, 6, repeating_exercise
30/03/2022 10:21:43:220, 3, repeating_exercise
30/03/2022 10:21:43:488, 1, repeating_exercise
30/03/2022 10:21:43:763, 6, repeating_exercise
30/03/2022 10:21:44:072, 43, repeating_exercise
30/03/2022 10:21:44:308, 4, repeating_exercise
30/03/2022 10:21:44:612, 36, repeating_exercise
30/03/2022 10:21:44:848, 2, repeating_exercise
30/03/2022 10:21:45:120, 3, repeating_exercise
30/03/2022 10:21:45:484, 96, repeating_exercise
30/03/2022 10:21:45:670, 12, repeating_exercise
30/03/2022 10:21:45:930, 2, repeating_exercise
30/03/2022 10:21:46:251, 52, repeating_exercise
30/03/2022 10:21:46:475, 4, repeating_exercise
30/03/2022 10:21:46:746, 4, repeating_exercise
30/03/2022 10:21:47:020, 8, repeating_exercise
30/03/2022 10:21:47:289, 4, repeating_exercise
30/03/2022 10:21:47:562, 7, repeating_exercise
30/03/2022 10:21:47:878, 52, repeating_exercise
30/03/2022 10:21:48:110, 14, repeating_exercise
30/03/2022 10:21:48:375, 8, repeating_exercise
30/03/2022 10:21:48:644, 6, repeating_exercise
30/03/2022 10:21:48:929, 21, repeating_exercise
30/03/2022 10:21:49:200, 16, repeating_exercise
30/03/2022 10:21:49:474, 12, repeating_exercise
30/03/2022 10:21:49:792, 59, repeating_exercise
30/03/2022 10:21:50:017, 13, repeating_exercise
30/03/2022 10:21:50:283, 9, repeating_exercise
30/03/2022 10:21:50:552, 7, repeating_exercise
30/03/2022 10:21:50:826, 11, repeating_exercise
30/03/2022 10:21:51:091, 2, repeating_exercise
30/03/2022 10:21:51:363, 3, repeating_exercise
30/03/2022 10:21:51:643, 13, repeating_exercise
30/03/2022 10:21:51:905, 4, repeating_exercise
30/03/2022 10:21:52:175, 3, repeating_exercise
30/03/2022 10:21:52:449, 5, repeating_exercise
30/03/2022 10:21:52:722, 8, repeating_exercise
30/03/2022 10:21:52:989, 4, repeating_exercise
30/03/2022 10:21:53:534, 5, repeating_exercise
30/03/2022 10:21:53:806, 6, repeating_exercise
30/03/2022 10:21:54:078, 6, repeating_exercise
30/03/2022 10:21:54:372, 30, repeating_exercise
30/03/2022 10:21:54:638, 26, repeating_exercise
30/03/2022 10:21:54:940, 55, repeating_exercise
30/03/2022 10:21:55:181, 25, repeating_exercise
30/03/2022 10:21:55:486, 60, repeating_exercise
30/03/2022 10:21:55:788, 91, repeating_exercise
30/03/2022 10:21:55:986, 17, repeating_exercise
30/03/2022 10:21:56:287, 48, repeating_exercise
30/03/2022 10:21:56:591, 82, repeating_exercise
30/03/2022 10:21:56:803, 23, repeating_exercise
30/03/2022 10:21:57:061, 10, repeating_exercise
30/03/2022 10:21:57:330, 9, repeating_exercise
30/03/2022 10:21:57:612, 18, repeating_exercise
30/03/2022 10:21:57:870, 5, repeating_exercise
30/03/2022 10:21:58:207, 70, repeating_exercise
30/03/2022 10:21:58:411, 4, repeating_exercise
30/03/2022 10:21:58:722, 43, repeating_exercise
30/03/2022 10:21:58:954, 4, repeating_exercise
30/03/2022 10:21:59:301, 81, repeating_exercise
30/03/2022 10:21:59:528, 38, repeating_exercise
30/03/2022 10:21:59:775, 12, repeating_exercise
30/03/2022 10:22:00:084, 48, repeating_exercise
30/03/2022 10:22:00:314, 7, idle
30/03/2022 10:22:00:586, 8, idle
30/03/2022 10:22:00:852, 3, idle
30/03/2022 10:22:01:124, 4, idle
30/03/2022 10:22:01:397, 6, idle
30/03/2022 10:22:01:667, 6, idle
30/03/2022 10:22:01:935, 3, idle
30/03/2022 10:22:02:210, 5, idle
30/03/2022 10:22:02:481, 5, idle
30/03/2022 10:22:02:749, 3, idle
30/03/2022 10:22:03:021, 4, idle
30/03/2022 10:22:03:291, 3, idle
30/03/2022 10:22:03:561, 3, idle
30/03/2022 10:22:03:831, 3, idle
30/03/2022 10:22:04:104, 5, idle
30/03/2022 10:22:04:374, 4, idle
30/03/2022 10:22:04:648, 7, idle
30/03/2022 10:22:04:917, 4, idle
30/03/2022 10:22:05:186, 3, idle
30/03/2022 10:22:05:457, 4, idle
30/03/2022 10:22:05:730, 6, idle
30/03/2022 10:22:05:997, 2, idle
30/03/2022 10:22:06:267, 2, idle
30/03/2022 10:22:06:542, 6, idle
30/03/2022 10:22:06:811, 4, idle
30/03/2022 10:22:07:084, 6, idle
30/03/2022 10:22:07:353, 4, idle
30/03/2022 10:22:07:624, 4, idle
30/03/2022 10:22:07:899, 8, idle
30/03/2022 10:22:08:181, 18, idle
30/03/2022 10:22:08:464, 18, idle
30/03/2022 10:22:08:723, 5, idle
30/03/2022 10:22:08:994, 5, idle
30/03/2022 10:22:09:264, 3, idle
30/03/2022 10:22:09:537, 6, idle
30/03/2022 10:22:09:805, 3, idle
30/03/2022 10:22:10:078, 6, idle
30/03/2022 10:22:10:348, 4, idle
30/03/2022 10:22:10:617, 2, idle
30/03/2022 10:22:10:897, 12, idle
30/03/2022 10:22:11:166, 10, idle
30/03/2022 10:22:11:436, 10, idle
30/03/2022 10:22:11:703, 2, idle
30/03/2022 10:22:11:981, 8, idle
30/03/2022 10:22:12:250, 6, idle
30/03/2022 10:22:12:524, 9, idle
30/03/2022 10:22:12:793, 6, idle
30/03/2022 10:22:13:063, 6, idle
30/03/2022 10:22:13:333, 6, idle
30/03/2022 10:22:13:621, 18, idle
30/03/2022 10:22:13:887, 10, idle
30/03/2022 10:22:15:161, 174, idle
30/03/2022 10:22:15:263, 6, idle
30/03/2022 10:22:15:530, 3, idle
30/03/2022 10:22:15:802, 4, idle
30/03/2022 10:22:16:072, 4, idle
30/03/2022 10:26:05:149, 2, idle
30/03/2022 10:26:05:422, 4, idle
30/03/2022 10:26:05:694, 4, idle
30/03/2022 10:26:05:964, 3, idle
30/03/2022 10:26:06:238, 6, idle
30/03/2022 10:26:06:509, 6, idle
30/03/2022 10:26:06:777, 4, idle
30/03/2022 10:26:07:045, 1, idle
30/03/2022 10:26:07:318, 4, idle
30/03/2022 10:26:07:589, 4, idle
30/03/2022 10:26:07:858, 2, idle
30/03/2022 10:26:08:130, 4, idle
30/03/2022 10:26:08:400, 2, idle
30/03/2022 10:26:08:672, 4, idle
30/03/2022 10:26:08:944, 6, idle
30/03/2022 10:26:09:211, 2, idle
30/03/2022 10:26:09:482, 2, idle
30/03/2022 10:26:09:756, 5, idle
30/03/2022 10:26:10:026, 5, idle
30/03/2022 10:26:10:297, 6, idle
30/03/2022 10:26:10:564, 3, idle
30/03/2022 10:26:10:836, 2, idle
30/03/2022 10:26:11:107, 3, idle
30/03/2022 10:26:11:388, 13, idle
30/03/2022 10:26:11:653, 5, idle
30/03/2022 10:26:11:923, 2, idle
30/03/2022 10:26:12:196, 4, idle
30/03/2022 10:26:12:466, 3, idle
30/03/2022 10:26:12:736, 3, idle
30/03/2022 10:26:13:010, 7, idle
30/03/2022 10:26:13:278, 4, idle
30/03/2022 10:26:13:548, 1, idle
30/03/2022 10:26:13:819, 2, idle
30/03/2022 10:26:14:090, 3, idle
30/03/2022 10:26:14:362, 4, idle
30/03/2022 10:26:14:632, 4, idle
30/03/2022 10:26:14:904, 3, idle
30/03/2022 10:26:15:175, 4, idle
30/03/2022 10:26:15:444, 3, idle
30/03/2022 10:26:15:717, 3, idle
30/03/2022 10:26:15:986, 2, idle
30/03/2022 10:26:16:257, 3, idle
30/03/2022 10:26:16:530, 5, idle
30/03/2022 10:26:16:799, 4, idle
30/03/2022 10:26:17:068, 3, idle
30/03/2022 10:26:17:341, 5, idle
30/03/2022 10:26:17:611, 5, idle
30/03/2022 10:26:17:882, 6, idle
30/03/2022 10:26:18:152, 5, idle
30/03/2022 10:26:18:422, 3, idle
30/03/2022 10:26:18:692, 3, idle
30/03/2022 10:26:18:962, 2, idle
30/03/2022 10:26:19:238, 5, idle
30/03/2022 10:26:19:506, 3, creating_exercise
30/03/2022 10:26:19:777, 3, creating_exercise
30/03/2022 10:26:20:047, 3, creating_exercise
30/03/2022 10:26:20:318, 3, creating_exercise
30/03/2022 10:26:20:589, 2, creating_exercise
30/03/2022 10:26:20:861, 4, creating_exercise
30/03/2022 10:26:21:135, 5, creating_exercise
30/03/2022 10:26:21:402, 2, creating_exercise
30/03/2022 10:26:21:674, 4, creating_exercise
30/03/2022 10:26:21:945, 3, creating_exercise
30/03/2022 10:26:22:218, 5, creating_exercise
30/03/2022 10:26:22:487, 4, creating_exercise
30/03/2022 10:26:22:761, 7, creating_exercise
30/03/2022 10:26:23:027, 3, creating_exercise
30/03/2022 10:26:23:298, 3, creating_exercise
30/03/2022 10:26:23:567, 2, idle
30/03/2022 10:26:23:841, 5, idle
30/03/2022 10:26:24:109, 2, idle
30/03/2022 10:26:24:394, 16, idle
30/03/2022 10:26:24:661, 2, creating_exercise
30/03/2022 10:26:24:932, 2, creating_exercise
30/03/2022 10:26:25:204, 4, creating_exercise
30/03/2022 10:26:32:247, 5, creating_exercise
30/03/2022 10:26:32:515, 3, idle
30/03/2022 10:26:32:789, 5, idle
30/03/2022 10:26:33:060, 4, idle
30/03/2022 10:26:33:328, 2, idle
30/03/2022 10:26:33:600, 3, idle
30/03/2022 10:26:33:871, 3, idle
30/03/2022 10:26:34:143, 3, idle
30/03/2022 10:26:34:414, 3, idle
30/03/2022 10:26:34:686, 5, idle
30/03/2022 10:26:34:955, 4, idle
30/03/2022 10:26:35:228, 6, idle
30/03/2022 10:26:35:497, 4, idle
30/03/2022 10:26:35:771, 8, idle
30/03/2022 10:26:36:041, 7, idle
30/03/2022 10:26:36:311, 4, idle
30/03/2022 10:26:36:582, 3, idle
30/03/2022 10:26:36:854, 6, idle
30/03/2022 10:26:37:125, 4, idle
30/03/2022 10:26:37:393, 2, idle
30/03/2022 10:26:37:664, 2, idle
30/03/2022 10:26:37:936, 4, idle
30/03/2022 10:26:38:207, 3, idle
30/03/2022 10:26:38:482, 5, idle
30/03/2022 10:26:38:751, 4, idle
30/03/2022 10:26:39:022, 5, idle
30/03/2022 10:26:39:293, 4, idle
30/03/2022 10:26:39:561, 2, idle
30/03/2022 10:26:39:833, 4, idle
30/03/2022 10:26:40:102, 2, idle
30/03/2022 10:26:40:373, 2, idle
30/03/2022 10:26:40:645, 4, idle
30/03/2022 10:26:40:915, 4, idle
30/03/2022 10:26:41:191, 7, idle
30/03/2022 10:26:41:466, 5, idle
30/03/2022 10:26:41:736, 5, idle
30/03/2022 10:26:42:004, 3, idle
30/03/2022 10:26:42:273, 2, idle
30/03/2022 10:26:42:602, 60, repeating_exercise
30/03/2022 10:26:42:818, 6, repeating_exercise
30/03/2022 10:26:43:087, 4, repeating_exercise
30/03/2022 10:26:43:358, 3, repeating_exercise
30/03/2022 10:26:43:628, 3, repeating_exercise
30/03/2022 10:26:43:899, 3, repeating_exercise
30/03/2022 10:26:44:168, 2, repeating_exercise
30/03/2022 10:26:44:440, 4, repeating_exercise
30/03/2022 10:26:44:710, 3, repeating_exercise
30/03/2022 10:26:44:982, 5, repeating_exercise
30/03/2022 10:26:45:254, 5, repeating_exercise
30/03/2022 10:26:45:523, 2, repeating_exercise
30/03/2022 10:26:45:795, 3, repeating_exercise
30/03/2022 10:26:46:116, 54, repeating_exercise
30/03/2022 10:26:46:346, 13, repeating_exercise
30/03/2022 10:26:46:607, 4, repeating_exercise
30/03/2022 10:26:46:876, 3, repeating_exercise
30/03/2022 10:26:47:148, 5, repeating_exercise
30/03/2022 10:26:47:421, 7, repeating_exercise
30/03/2022 10:26:47:689, 2, repeating_exercise
30/03/2022 10:26:47:962, 5, repeating_exercise
30/03/2022 10:26:48:232, 4, repeating_exercise
30/03/2022 10:26:48:502, 4, repeating_exercise
30/03/2022 10:26:48:774, 4, repeating_exercise
30/03/2022 10:26:49:045, 5, repeating_exercise
30/03/2022 10:26:49:317, 6, repeating_exercise
30/03/2022 10:26:49:584, 3, repeating_exercise
30/03/2022 10:26:49:857, 6, repeating_exercise
30/03/2022 10:26:50:130, 6, repeating_exercise
30/03/2022 10:26:50:402, 6, repeating_exercise
30/03/2022 10:26:50:669, 3, repeating_exercise
30/03/2022 10:26:50:941, 4, repeating_exercise
30/03/2022 10:26:51:253, 44, repeating_exercise
30/03/2022 10:26:51:484, 3, repeating_exercise
30/03/2022 10:26:51:757, 4, repeating_exercise
30/03/2022 10:26:52:025, 2, repeating_exercise
30/03/2022 10:26:52:299, 4, repeating_exercise
30/03/2022 10:26:52:571, 5, repeating_exercise
30/03/2022 10:26:52:854, 17, repeating_exercise
30/03/2022 10:26:53:113, 5, repeating_exercise
30/03/2022 10:26:53:382, 3, repeating_exercise
30/03/2022 10:26:53:654, 4, repeating_exercise
30/03/2022 10:26:53:926, 6, repeating_exercise
30/03/2022 10:26:54:195, 3, repeating_exercise
30/03/2022 10:26:54:465, 2, repeating_exercise
30/03/2022 10:26:54:737, 4, repeating_exercise
30/03/2022 10:26:55:007, 4, repeating_exercise
30/03/2022 10:26:55:277, 4, repeating_exercise
30/03/2022 10:26:55:602, 58, repeating_exercise
30/03/2022 10:26:55:819, 4, repeating_exercise
30/03/2022 10:26:56:092, 5, repeating_exercise
30/03/2022 10:26:56:361, 3, repeating_exercise
30/03/2022 10:26:56:637, 7, repeating_exercise
30/03/2022 10:26:56:904, 4, repeating_exercise
30/03/2022 10:26:57:175, 5, repeating_exercise
30/03/2022 10:26:57:451, 9, idle
30/03/2022 10:26:57:718, 2, idle
30/03/2022 10:26:57:990, 4, idle
30/03/2022 10:26:58:260, 4, idle
30/03/2022 10:26:58:531, 4, idle
30/03/2022 10:26:58:802, 3, idle
30/03/2022 10:26:59:073, 4, idle
30/03/2022 10:26:59:347, 6, idle
30/03/2022 10:26:59:616, 4, idle
30/03/2022 10:26:59:888, 4, idle
30/03/2022 10:27:00:171, 13, idle
30/03/2022 10:27:00:452, 20, idle
30/03/2022 10:27:00:791, 46, idle
30/03/2022 10:27:01:052, 4, idle
30/03/2022 10:27:01:323, 4, idle
30/03/2022 10:27:01:602, 13, idle
30/03/2022 10:27:01:871, 10, idle
30/03/2022 10:27:02:167, 27, idle
30/03/2022 10:27:02:438, 7, idle
30/03/2022 10:27:02:711, 7, idle
30/03/2022 10:27:03:007, 25, idle
