05/04/2022 15:23:43: File Created!
05/04/2022 15:23:43:354, robot_pos_w_timestamp, 1649168532612, 596.42, 326.91, 176.79, 2.27, 0.06, 3.03, tool_force, -0.35, 0.21, 0.41, actual_rep, 1, curr_step, 1, track_size, 84, robot_vel, 0.0, joints_pos, 29.38, 59.67, -0.5, -67.23, -2.2, 46.29, 80.29, tool_torque, -0.024, 0.163, 0.168, tool_momentum, -0.024, 0.162, 0.168, robot_mode, normal, 
05/04/2022 15:24:22:046, robot_pos_w_timestamp, 1649168570953, 630.99, 237.33, 196.25, 2.14, 0.1, 3.03, tool_force, -0.23, -0.61, -0.15, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 38.77, joints_pos, 23.45, 57.06, -3.45, -69.33, -2.43, 46.24, 80.42, tool_torque, -0.096, 0.254, -0.035, tool_momentum, -0.101, 0.285, -0.039, robot_mode, normal, 
05/04/2022 15:24:22:179, robot_pos_w_timestamp, 1649168571102, 630.33, 242.57, 195.48, 2.15, 0.1, 3.03, tool_force, -0.35, -0.71, -0.1, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 37.88, joints_pos, 23.81, 57.27, -3.36, -69.04, -2.42, 46.24, 80.42, tool_torque, -0.111, 0.27, 0.0010, tool_momentum, -0.11, 0.269, 0.0010, robot_mode, normal, 
05/04/2022 15:24:22:334, robot_pos_w_timestamp, 1649168571251, 629.42, 248.4, 194.54, 2.15, 0.1, 3.03, tool_force, 0.04, -0.74, 0.02, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 40.85, joints_pos, 24.2, 57.49, -3.24, -68.75, -2.41, 46.24, 80.42, tool_torque, -0.08, 0.194, 0.031, tool_momentum, -0.08, 0.203, 0.029, robot_mode, normal, 
05/04/2022 15:24:22:560, robot_pos_w_timestamp, 1649168571403, 628.34, 254.19, 193.37, 2.16, 0.1, 3.03, tool_force, -0.34, -0.77, -0.02, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 38.83, joints_pos, 24.6, 57.73, -3.11, -68.46, -2.41, 46.24, 80.42, tool_torque, -0.101, 0.33, 0.015, tool_momentum, -0.104, 0.326, 0.015, robot_mode, normal, 
05/04/2022 15:24:22:641, robot_pos_w_timestamp, 1649168571553, 627.19, 259.97, 192.16, 2.17, 0.1, 3.02, tool_force, -0.88, -0.7, 0.07, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 41.25, joints_pos, 24.99, 57.96, -2.99, -68.19, -2.41, 46.23, 80.42, tool_torque, -0.084, 0.355, 0.028, tool_momentum, -0.075, 0.328, 0.028, robot_mode, normal, 
05/04/2022 15:24:22:841, robot_pos_w_timestamp, 1649168571703, 625.63, 265.74, 190.77, 2.18, 0.1, 3.02, tool_force, -0.78, -0.74, -0.3, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 40.14, joints_pos, 25.39, 58.18, -2.86, -67.98, -2.42, 46.22, 80.41, tool_torque, -0.057, 0.307, 0.023, tool_momentum, -0.047, 0.285, 0.026, robot_mode, normal, 
05/04/2022 15:24:22:945, robot_pos_w_timestamp, 1649168571852, 623.93, 271.56, 189.3, 2.19, 0.1, 3.02, tool_force, -0.54, -0.77, -0.06, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 40.65, joints_pos, 25.8, 58.41, -2.73, -67.77, -2.42, 46.22, 80.41, tool_torque, -0.068, 0.237, 0.021, tool_momentum, -0.061, 0.22, 0.021, robot_mode, normal, 
05/04/2022 15:24:23:132, robot_pos_w_timestamp, 1649168572006, 622.0, 277.41, 187.72, 2.2, 0.09, 3.02, tool_force, -0.72, -0.67, 0.15, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 40.43, joints_pos, 26.22, 58.63, -2.6, -67.58, -2.42, 46.21, 80.41, tool_torque, -0.056, 0.375, 0.0, tool_momentum, -0.06, 0.394, 0.0, robot_mode, normal, 
05/04/2022 15:24:23:226, robot_pos_w_timestamp, 1649168572153, 619.83, 283.14, 185.93, 2.21, 0.09, 3.02, tool_force, -0.6, -0.73, -0.1, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 42.92, joints_pos, 26.62, 58.85, -2.44, -67.42, -2.43, 46.21, 80.41, tool_torque, -0.031, 0.284, 0.038, tool_momentum, -0.03, 0.28, 0.04, robot_mode, normal, 
05/04/2022 15:24:23:373, robot_pos_w_timestamp, 1649168572304, 617.3, 288.97, 184.03, 2.21, 0.09, 3.03, tool_force, -0.42, -0.57, 0.02, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 45.16, joints_pos, 27.06, 59.06, -2.31, -67.31, -2.43, 46.21, 80.41, tool_torque, 0.0040, 0.295, 0.0030, tool_momentum, 0.0070, 0.293, 0.0030, robot_mode, normal, 
05/04/2022 15:24:23:528, robot_pos_w_timestamp, 1649168572452, 614.54, 294.77, 182.18, 2.22, 0.09, 3.03, tool_force, -0.46, -0.77, -0.13, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 48.57, joints_pos, 27.47, 59.26, -2.12, -67.23, -2.43, 46.21, 80.41, tool_torque, -0.065, 0.39, -0.014, tool_momentum, -0.064, 0.401, -0.014, robot_mode, normal, 
05/04/2022 15:24:23:678, robot_pos_w_timestamp, 1649168572604, 611.53, 300.53, 180.52, 2.23, 0.08, 3.03, tool_force, -1.08, -0.85, -0.07, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 44.63, joints_pos, 27.86, 59.41, -1.91, -67.19, -2.42, 46.21, 80.41, tool_torque, -0.073, 0.363, 0.012, tool_momentum, -0.07, 0.359, 0.012, robot_mode, normal, 
05/04/2022 15:24:23:833, robot_pos_w_timestamp, 1649168572753, 608.43, 306.34, 179.03, 2.24, 0.08, 3.03, tool_force, -0.91, -0.82, -0.15, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 43.98, joints_pos, 28.25, 59.55, -1.66, -67.15, -2.38, 46.21, 80.41, tool_torque, -0.075, 0.29, 0.054, tool_momentum, -0.071, 0.282, 0.053, robot_mode, normal, 
05/04/2022 15:24:23:985, robot_pos_w_timestamp, 1649168572905, 605.22, 312.17, 177.78, 2.25, 0.07, 3.03, tool_force, -0.57, -0.87, -0.22, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 46.82, joints_pos, 28.59, 59.65, -1.38, -67.14, -2.34, 46.21, 80.4, tool_torque, -0.059, 0.182, 0.094, tool_momentum, -0.054, 0.184, 0.094, robot_mode, normal, 
05/04/2022 15:24:24:130, robot_pos_w_timestamp, 1649168573056, 601.94, 318.07, 176.8, 2.26, 0.07, 3.03, tool_force, 0.05, -0.66, -0.13, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 45.28, joints_pos, 28.91, 59.73, -1.04, -67.13, -2.28, 46.22, 80.38, tool_torque, -0.068, 0.149, 0.114, tool_momentum, -0.07, 0.165, 0.114, robot_mode, normal, 
05/04/2022 15:24:24:285, robot_pos_w_timestamp, 1649168573205, 598.76, 323.64, 176.01, 2.27, 0.06, 3.03, tool_force, -1.15, -0.86, 0.12, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 43.58, joints_pos, 29.17, 59.8, -0.65, -67.12, -2.27, 46.23, 80.36, tool_torque, -0.126, 0.381, 0.1, tool_momentum, -0.127, 0.387, 0.099, robot_mode, normal, 
05/04/2022 15:24:24:431, robot_pos_w_timestamp, 1649168573354, 598.49, 323.95, 175.79, 2.27, 0.06, 3.03, tool_force, -1.24, -0.44, 0.23, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 4.48, joints_pos, 29.19, 59.81, -0.64, -67.12, -2.25, 46.24, 80.35, tool_torque, -0.044, 0.281, 0.105, tool_momentum, -0.042, 0.273, 0.105, robot_mode, normal, 
05/04/2022 15:24:24:584, robot_pos_w_timestamp, 1649168573505, 598.37, 324.16, 175.78, 2.27, 0.06, 3.03, tool_force, -0.61, -0.28, 0.22, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 2.66, joints_pos, 29.18, 59.81, -0.62, -67.12, -2.23, 46.24, 80.32, tool_torque, -0.03, 0.249, 0.119, tool_momentum, -0.03, 0.248, 0.119, robot_mode, normal, 
05/04/2022 15:24:24:731, robot_pos_w_timestamp, 1649168573655, 598.32, 324.24, 175.77, 2.27, 0.06, 3.03, tool_force, -0.11, -0.18, 0.1, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 0.43, joints_pos, 29.19, 59.81, -0.61, -67.12, -2.24, 46.24, 80.33, tool_torque, -0.0020, 0.138, 0.104, tool_momentum, -0.0040, 0.141, 0.104, robot_mode, normal, 
05/04/2022 15:24:24:885, robot_pos_w_timestamp, 1649168573806, 598.33, 324.22, 175.78, 2.27, 0.06, 3.03, tool_force, -0.26, -0.22, 0.04, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 0.07, joints_pos, 29.19, 59.81, -0.61, -67.12, -2.24, 46.24, 80.33, tool_torque, -0.0050, 0.17, 0.087, tool_momentum, -0.0050, 0.171, 0.087, robot_mode, normal, 
05/04/2022 15:24:25:031, robot_pos_w_timestamp, 1649168573955, 598.33, 324.21, 175.79, 2.27, 0.06, 3.03, tool_force, -0.24, -0.15, 0.1, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 0.07, joints_pos, 29.18, 59.81, -0.61, -67.12, -2.24, 46.24, 80.33, tool_torque, 0.0050, 0.162, 0.09, tool_momentum, 0.0050, 0.162, 0.09, robot_mode, normal, 
05/04/2022 15:24:25:187, robot_pos_w_timestamp, 1649168574107, 598.33, 324.21, 175.79, 2.27, 0.06, 3.03, tool_force, -0.21, -0.13, 0.11, actual_rep, 2, curr_step, 84, track_size, 84, robot_vel, 0.02, joints_pos, 29.19, 59.81, -0.61, -67.12, -2.24, 46.24, 80.33, tool_torque, 0.0070, 0.16, 0.091, tool_momentum, 0.0060, 0.161, 0.091, robot_mode, normal, 
