26/04/2022 13:47:19: File Created!
26/04/2022 13:47:19:945, robot_pos_w_timestamp, 1650977138266, 601.99, 292.08, 234.74, 2.44, -0.02, 3.06, tool_force, 0.04, -1.03, 0.39, actual_rep, 1, curr_step, 1, track_size, 77, robot_vel, 3.29, joints_pos, 49.75, 63.25, -47.23, -68.51, -129.74, -64.3, -140.12, tool_torque, 0.269, -0.29, 0.175, tool_momentum, 0.269, -0.289, 0.175, robot_mode, rotation_overlay, 
26/04/2022 13:47:57:939, robot_pos_w_timestamp, 1650977175979, 614.84, 243.32, 238.95, 2.43, 0.02, 3.08, tool_force, -0.58, -1.29, 0.78, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 39.18, joints_pos, 46.72, 62.15, -47.55, -70.4, -132.37, -62.93, -142.69, tool_torque, 0.201, -0.2, 0.046, tool_momentum, 0.206, -0.216, 0.046, robot_mode, rotation_overlay, 
26/04/2022 13:47:58:040, robot_pos_w_timestamp, 1650977176128, 613.86, 249.13, 238.08, 2.43, 0.02, 3.08, tool_force, 0.22, -1.59, 0.44, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 38.83, joints_pos, 47.03, 62.38, -47.52, -70.04, -132.1, -63.22, -142.6, tool_torque, 0.185, -0.334, 0.061, tool_momentum, 0.18, -0.34, 0.061, robot_mode, rotation_overlay, 
26/04/2022 13:47:58:241, robot_pos_w_timestamp, 1650977176275, 612.99, 254.9, 237.33, 2.44, 0.01, 3.08, tool_force, -0.72, -1.35, 0.58, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 43.61, joints_pos, 47.35, 62.59, -47.49, -69.69, -131.79, -63.42, -142.51, tool_torque, 0.215, -0.15, 0.062, tool_momentum, 0.22, -0.164, 0.063, robot_mode, rotation_overlay, 
26/04/2022 13:47:58:342, robot_pos_w_timestamp, 1650977176426, 611.77, 260.7, 236.75, 2.44, 0.01, 3.08, tool_force, -0.68, -1.54, -0.14, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 37.28, joints_pos, 47.74, 62.72, -47.48, -69.51, -131.46, -63.39, -142.49, tool_torque, 0.267, -0.107, 0.075, tool_momentum, 0.282, -0.114, 0.075, robot_mode, rotation_overlay, 
26/04/2022 13:47:58:544, robot_pos_w_timestamp, 1650977176573, 610.32, 266.4, 236.3, 2.45, 0.01, 3.07, tool_force, -0.21, -1.61, 0.66, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 39.49, joints_pos, 48.13, 62.86, -47.49, -69.29, -131.14, -63.54, -142.21, tool_torque, 0.161, -0.272, 0.039, tool_momentum, 0.162, -0.279, 0.039, robot_mode, rotation_overlay, 
26/04/2022 13:47:58:645, robot_pos_w_timestamp, 1650977176723, 609.05, 272.25, 235.94, 2.45, 0.0, 3.07, tool_force, -0.63, -1.64, 0.31, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 39.95, joints_pos, 48.49, 63.0, -47.49, -69.04, -130.8, -63.67, -141.93, tool_torque, 0.134, -0.136, 0.013, tool_momentum, 0.145, -0.145, 0.013, robot_mode, rotation_overlay, 
26/04/2022 13:47:58:846, robot_pos_w_timestamp, 1650977176872, 607.42, 278.01, 235.77, 2.45, 0.0, 3.06, tool_force, -0.19, -1.35, 0.39, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 38.13, joints_pos, 48.92, 63.07, -47.49, -68.93, -130.43, -63.63, -141.56, tool_torque, 0.287, -0.158, 0.021, tool_momentum, 0.295, -0.165, 0.021, robot_mode, rotation_overlay, 
26/04/2022 13:47:58:945, robot_pos_w_timestamp, 1650977177021, 605.44, 283.75, 235.46, 2.44, -0.01, 3.06, tool_force, -0.35, -1.93, 0.27, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 43.03, joints_pos, 49.33, 63.17, -47.5, -68.79, -130.06, -63.79, -140.93, tool_torque, 0.05, -0.168, -0.036, tool_momentum, 0.042, -0.157, -0.036, robot_mode, rotation_overlay, 
26/04/2022 13:47:59:127, robot_pos_w_timestamp, 1650977177171, 603.37, 289.51, 235.07, 2.44, -0.01, 3.06, tool_force, -1.15, -1.96, 0.49, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 39.27, joints_pos, 49.77, 63.27, -47.51, -68.65, -129.87, -63.9, -140.27, tool_torque, 0.02, -0.076, -0.046, tool_momentum, 0.027, -0.087, -0.045, robot_mode, rotation_overlay, 
26/04/2022 13:47:59:245, robot_pos_w_timestamp, 1650977177319, 602.98, 289.84, 235.03, 2.44, -0.01, 3.06, tool_force, -1.62, -0.68, 1.02, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 2.77, joints_pos, 49.91, 63.35, -47.72, -68.69, -129.64, -63.98, -140.29, tool_torque, 0.272, -0.1, 0.186, tool_momentum, 0.283, -0.109, 0.189, robot_mode, rotation_overlay, 
26/04/2022 13:47:59:399, robot_pos_w_timestamp, 1650977177469, 603.05, 289.92, 234.95, 2.44, -0.01, 3.06, tool_force, -0.32, -1.21, 0.6, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.93, joints_pos, 49.91, 63.37, -47.74, -68.67, -129.62, -64.0, -140.29, tool_torque, 0.161, -0.195, 0.168, tool_momentum, 0.163, -0.2, 0.169, robot_mode, rotation_overlay, 
26/04/2022 13:47:59:568, robot_pos_w_timestamp, 1650977177618, 603.05, 289.95, 234.98, 2.44, -0.01, 3.06, tool_force, -0.03, -1.22, 0.53, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.24, joints_pos, 49.91, 63.37, -47.74, -68.66, -129.63, -64.0, -140.29, tool_torque, 0.182, -0.231, 0.162, tool_momentum, 0.186, -0.23, 0.162, robot_mode, rotation_overlay, 
26/04/2022 13:47:59:752, robot_pos_w_timestamp, 1650977177768, 603.05, 289.95, 234.97, 2.44, -0.01, 3.06, tool_force, 0.03, -1.1, 0.53, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.03, joints_pos, 49.91, 63.37, -47.74, -68.66, -129.63, -64.0, -140.29, tool_torque, 0.2, -0.242, 0.167, tool_momentum, 0.2, -0.243, 0.167, robot_mode, rotation_overlay, 
26/04/2022 13:47:59:854, robot_pos_w_timestamp, 1650977177919, 603.05, 289.95, 234.97, 2.44, -0.01, 3.06, tool_force, -0.05, -1.09, 0.56, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.03, joints_pos, 49.91, 63.37, -47.74, -68.66, -129.63, -64.0, -140.29, tool_torque, 0.204, -0.226, 0.167, tool_momentum, 0.204, -0.226, 0.167, robot_mode, rotation_overlay, 
26/04/2022 13:48:00:051, robot_pos_w_timestamp, 1650977178070, 603.05, 289.95, 234.97, 2.44, -0.01, 3.06, tool_force, -0.07, -1.13, 0.56, actual_rep, 3, curr_step, 1, track_size, 77, robot_vel, 0.03, joints_pos, 49.91, 63.37, -47.74, -68.66, -129.63, -64.0, -140.29, tool_torque, 0.197, -0.229, 0.165, tool_momentum, 0.197, -0.23, 0.165, robot_mode, rotation_overlay, 
26/04/2022 13:48:00:152, robot_pos_w_timestamp, 1650977178220, 603.84, 287.86, 235.23, 2.44, -0.01, 3.06, tool_force, 2.42, -0.77, -0.09, actual_rep, 3, curr_step, 3, track_size, 77, robot_vel, 24.42, joints_pos, 49.8, 63.38, -47.88, -68.71, -129.68, -64.0, -140.52, tool_torque, 0.343, -0.584, 0.338, tool_momentum, 0.342, -0.578, 0.339, robot_mode, rotation_overlay, 
26/04/2022 13:48:00:355, robot_pos_w_timestamp, 1650977178368, 605.82, 282.09, 235.31, 2.44, 0.0, 3.06, tool_force, 1.19, -0.1, 0.22, actual_rep, 3, curr_step, 4, track_size, 77, robot_vel, 37.25, joints_pos, 49.44, 63.37, -48.06, -68.89, -129.68, -63.93, -141.35, tool_torque, 0.565, -0.383, 0.42, tool_momentum, 0.56, -0.384, 0.42, robot_mode, rotation_overlay, 
26/04/2022 13:48:00:456, robot_pos_w_timestamp, 1650977178521, 607.52, 276.17, 235.54, 2.45, 0.0, 3.07, tool_force, 1.65, -0.26, 0.6, actual_rep, 3, curr_step, 5, track_size, 77, robot_vel, 34.98, joints_pos, 49.09, 63.36, -48.21, -69.0, -129.91, -64.04, -141.86, tool_torque, 0.412, -0.561, 0.42, tool_momentum, 0.412, -0.533, 0.42, robot_mode, rotation_overlay, 
26/04/2022 13:48:00:656, robot_pos_w_timestamp, 1650977178668, 609.15, 270.39, 235.83, 2.45, 0.01, 3.07, tool_force, 0.63, 0.25, 0.58, actual_rep, 3, curr_step, 6, track_size, 77, robot_vel, 39.73, joints_pos, 48.74, 63.27, -48.29, -69.22, -130.16, -63.87, -142.37, tool_torque, 0.612, -0.297, 0.448, tool_momentum, 0.608, -0.306, 0.448, robot_mode, rotation_overlay, 
26/04/2022 13:48:00:756, robot_pos_w_timestamp, 1650977178818, 610.45, 264.62, 236.21, 2.44, 0.01, 3.07, tool_force, 0.44, 0.08, 0.61, actual_rep, 3, curr_step, 6, track_size, 77, robot_vel, 36.49, joints_pos, 48.38, 63.18, -48.37, -69.42, -130.42, -63.88, -142.6, tool_torque, 0.578, -0.233, 0.429, tool_momentum, 0.585, -0.288, 0.429, robot_mode, rotation_overlay, 
26/04/2022 13:48:00:959, robot_pos_w_timestamp, 1650977178967, 611.83, 258.84, 236.64, 2.44, 0.01, 3.08, tool_force, 0.8, 0.04, 0.69, actual_rep, 3, curr_step, 7, track_size, 77, robot_vel, 40.76, joints_pos, 47.98, 63.07, -48.39, -69.58, -130.74, -63.91, -142.72, tool_torque, 0.511, -0.418, 0.419, tool_momentum, 0.511, -0.415, 0.419, robot_mode, rotation_overlay, 
26/04/2022 13:48:01:063, robot_pos_w_timestamp, 1650977179118, 613.03, 253.02, 237.38, 2.43, 0.02, 3.08, tool_force, 0.83, 0.4, 0.77, actual_rep, 3, curr_step, 7, track_size, 77, robot_vel, 34.73, joints_pos, 47.65, 62.9, -48.45, -69.87, -131.0, -63.71, -142.87, tool_torque, 0.692, -0.262, 0.437, tool_momentum, 0.692, -0.263, 0.437, robot_mode, rotation_overlay, 
26/04/2022 13:48:01:263, robot_pos_w_timestamp, 1650977179266, 614.12, 247.23, 238.24, 2.43, 0.02, 3.08, tool_force, 0.95, 0.38, 0.32, actual_rep, 3, curr_step, 8, track_size, 77, robot_vel, 42.12, joints_pos, 47.34, 62.7, -48.51, -70.2, -131.26, -63.47, -142.99, tool_torque, 0.717, -0.275, 0.439, tool_momentum, 0.71, -0.268, 0.439, robot_mode, rotation_overlay, 
26/04/2022 13:48:01:397, robot_pos_w_timestamp, 1650977179417, 615.11, 240.61, 239.29, 2.42, 0.03, 3.08, tool_force, 1.03, 0.3, 0.22, actual_rep, 3, curr_step, 9, track_size, 77, robot_vel, 39.04, joints_pos, 47.0, 62.43, -48.54, -70.63, -131.61, -63.14, -143.12, tool_torque, 0.733, -0.304, 0.437, tool_momentum, 0.747, -0.29, 0.438, robot_mode, rotation_overlay, 
26/04/2022 13:48:01:665, robot_pos_w_timestamp, 1650977179714, 616.27, 229.91, 241.09, 2.41, 0.03, 3.09, tool_force, 1.46, 0.26, 0.62, actual_rep, 3, curr_step, 10, track_size, 77, robot_vel, 37.12, joints_pos, 46.36, 62.03, -48.57, -71.16, -132.21, -63.15, -143.23, tool_torque, 0.657, -0.492, 0.456, tool_momentum, 0.656, -0.503, 0.458, robot_mode, rotation_overlay, 
26/04/2022 13:48:01:833, robot_pos_w_timestamp, 1650977179864, 616.37, 224.07, 242.18, 2.4, 0.03, 3.09, tool_force, 0.8, 0.37, 0.37, actual_rep, 3, curr_step, 10, track_size, 77, robot_vel, 39.79, joints_pos, 46.03, 61.75, -48.57, -71.58, -132.38, -63.07, -143.41, tool_torque, 0.755, -0.319, 0.48, tool_momentum, 0.753, -0.312, 0.48, robot_mode, rotation_overlay, 
26/04/2022 13:48:01:968, robot_pos_w_timestamp, 1650977180013, 616.08, 218.23, 242.99, 2.4, 0.03, 3.09, tool_force, 1.28, -0.15, 0.25, actual_rep, 3, curr_step, 11, track_size, 77, robot_vel, 44.29, joints_pos, 45.73, 61.46, -48.58, -72.05, -132.65, -63.04, -143.39, tool_torque, 0.615, -0.313, 0.297, tool_momentum, 0.606, -0.305, 0.294, robot_mode, rotation_overlay, 
26/04/2022 13:48:02:109, robot_pos_w_timestamp, 1650977180163, 615.57, 212.38, 243.85, 2.39, 0.03, 3.1, tool_force, 1.05, -0.36, 0.37, actual_rep, 3, curr_step, 12, track_size, 77, robot_vel, 38.06, joints_pos, 45.47, 61.19, -48.6, -72.5, -132.95, -63.04, -143.27, tool_torque, 0.482, -0.329, 0.182, tool_momentum, 0.486, -0.353, 0.192, robot_mode, rotation_overlay, 
26/04/2022 13:48:02:269, robot_pos_w_timestamp, 1650977180313, 614.53, 206.53, 244.52, 2.38, 0.03, 3.1, tool_force, 0.64, -0.03, 0.51, actual_rep, 3, curr_step, 12, track_size, 77, robot_vel, 39.53, joints_pos, 45.15, 60.85, -48.56, -73.08, -132.99, -63.09, -143.72, tool_torque, 0.546, -0.448, 0.458, tool_momentum, 0.537, -0.454, 0.459, robot_mode, rotation_overlay, 
26/04/2022 13:48:02:472, robot_pos_w_timestamp, 1650977180463, 613.07, 200.78, 245.03, 2.38, 0.02, 3.1, tool_force, 1.37, 0.13, 0.43, actual_rep, 3, curr_step, 13, track_size, 77, robot_vel, 41.55, joints_pos, 44.9, 60.51, -48.54, -73.69, -133.17, -63.12, -144.17, tool_torque, 0.574, -0.584, 0.478, tool_momentum, 0.586, -0.583, 0.478, robot_mode, rotation_overlay, 
26/04/2022 13:48:02:572, robot_pos_w_timestamp, 1650977180613, 611.15, 194.57, 245.59, 2.38, 0.02, 3.11, tool_force, 1.18, 0.19, 0.49, actual_rep, 3, curr_step, 14, track_size, 77, robot_vel, 41.3, joints_pos, 44.68, 60.12, -48.53, -74.44, -133.42, -63.15, -144.72, tool_torque, 0.586, -0.56, 0.494, tool_momentum, 0.584, -0.563, 0.494, robot_mode, rotation_overlay, 
26/04/2022 13:48:02:772, robot_pos_w_timestamp, 1650977180763, 609.06, 189.23, 245.96, 2.38, 0.02, 3.11, tool_force, 1.31, 0.32, 0.2, actual_rep, 3, curr_step, 15, track_size, 77, robot_vel, 37.99, joints_pos, 44.44, 59.74, -48.48, -75.15, -133.4, -63.14, -145.39, tool_torque, 0.67, -0.55, 0.481, tool_momentum, 0.661, -0.555, 0.481, robot_mode, rotation_overlay, 
26/04/2022 13:48:02:874, robot_pos_w_timestamp, 1650977180913, 606.67, 183.49, 246.35, 2.38, 0.01, 3.11, tool_force, 1.25, 0.52, 0.01, actual_rep, 3, curr_step, 15, track_size, 77, robot_vel, 39.64, joints_pos, 44.28, 59.32, -48.5, -76.0, -133.4, -62.97, -146.1, tool_torque, 0.831, -0.432, 0.5, tool_momentum, 0.808, -0.419, 0.497, robot_mode, rotation_overlay, 
26/04/2022 13:48:03:073, robot_pos_w_timestamp, 1650977181062, 603.76, 177.71, 246.79, 2.38, 0.01, 3.11, tool_force, 0.93, 0.82, 0.16, actual_rep, 3, curr_step, 16, track_size, 77, robot_vel, 46.98, joints_pos, 44.18, 58.88, -48.58, -76.94, -133.41, -62.84, -146.95, tool_torque, 0.828, -0.399, 0.503, tool_momentum, 0.828, -0.41, 0.504, robot_mode, rotation_overlay, 
26/04/2022 13:48:03:174, robot_pos_w_timestamp, 1650977181209, 600.77, 171.89, 247.28, 2.38, 0.01, 3.12, tool_force, 1.18, 0.04, 0.27, actual_rep, 3, curr_step, 17, track_size, 77, robot_vel, 42.23, joints_pos, 44.0, 58.46, -48.59, -77.75, -133.58, -62.96, -147.83, tool_torque, 0.56, -0.507, 0.466, tool_momentum, 0.552, -0.497, 0.466, robot_mode, rotation_overlay, 
26/04/2022 13:48:03:379, robot_pos_w_timestamp, 1650977181363, 597.15, 165.93, 248.11, 2.39, 0.0, 3.12, tool_force, 0.63, 0.29, 0.61, actual_rep, 3, curr_step, 17, track_size, 77, robot_vel, 50.44, joints_pos, 43.8, 57.9, -48.55, -78.73, -133.6, -62.98, -149.05, tool_torque, 0.67, -0.499, 0.478, tool_momentum, 0.672, -0.496, 0.478, robot_mode, rotation_overlay, 
26/04/2022 13:48:03:470, robot_pos_w_timestamp, 1650977181511, 593.19, 160.25, 249.2, 2.4, -0.01, 3.12, tool_force, 0.89, 0.16, 0.17, actual_rep, 3, curr_step, 18, track_size, 77, robot_vel, 50.98, joints_pos, 43.66, 57.3, -48.53, -79.77, -133.6, -63.03, -150.07, tool_torque, 0.615, -0.569, 0.485, tool_momentum, 0.619, -0.579, 0.488, robot_mode, rotation_overlay, 
26/04/2022 13:48:03:680, robot_pos_w_timestamp, 1650977181663, 588.26, 154.33, 251.04, 2.4, -0.02, 3.12, tool_force, 0.31, 0.72, 1.04, actual_rep, 3, curr_step, 19, track_size, 77, robot_vel, 55.05, joints_pos, 43.6, 56.53, -48.59, -81.03, -133.6, -63.01, -151.01, tool_torque, 0.684, -0.324, 0.446, tool_momentum, 0.688, -0.311, 0.447, robot_mode, rotation_overlay, 
26/04/2022 13:48:03:781, robot_pos_w_timestamp, 1650977181818, 582.25, 149.6, 253.92, 2.4, -0.02, 3.12, tool_force, -0.48, 0.35, 0.04, actual_rep, 3, curr_step, 20, track_size, 77, robot_vel, 46.56, joints_pos, 43.72, 55.54, -48.59, -82.43, -133.8, -62.87, -151.7, tool_torque, 0.67, -0.083, 0.423, tool_momentum, 0.716, -0.127, 0.43, robot_mode, rotation_overlay, 
26/04/2022 13:48:03:984, robot_pos_w_timestamp, 1650977181966, 576.72, 146.79, 256.84, 2.39, -0.03, 3.12, tool_force, -0.79, 0.43, 0.65, actual_rep, 3, curr_step, 21, track_size, 77, robot_vel, 41.33, joints_pos, 43.8, 54.63, -48.48, -83.54, -133.99, -62.99, -151.88, tool_torque, 0.6, -0.202, 0.355, tool_momentum, 0.587, -0.2, 0.355, robot_mode, rotation_overlay, 
26/04/2022 13:48:04:084, robot_pos_w_timestamp, 1650977182116, 570.81, 145.02, 260.41, 2.39, -0.05, 3.12, tool_force, -0.3, 0.85, 0.31, actual_rep, 3, curr_step, 23, track_size, 77, robot_vel, 41.86, joints_pos, 43.97, 53.64, -48.37, -84.63, -134.22, -63.26, -151.98, tool_torque, 0.553, -0.305, 0.376, tool_momentum, 0.54, -0.294, 0.376, robot_mode, rotation_overlay, 
26/04/2022 13:48:04:269, robot_pos_w_timestamp, 1650977182267, 565.14, 144.35, 264.61, 2.38, -0.06, 3.11, tool_force, -0.85, 0.28, 0.47, actual_rep, 3, curr_step, 24, track_size, 77, robot_vel, 47.95, joints_pos, 44.16, 52.54, -48.25, -85.8, -133.97, -63.3, -151.99, tool_torque, 0.564, -0.159, 0.301, tool_momentum, 0.57, -0.153, 0.301, robot_mode, rotation_overlay, 
26/04/2022 13:48:04:385, robot_pos_w_timestamp, 1650977182416, 559.51, 144.35, 269.3, 2.38, -0.06, 3.11, tool_force, -2.05, 0.42, 0.73, actual_rep, 3, curr_step, 25, track_size, 77, robot_vel, 50.57, joints_pos, 44.64, 51.47, -48.29, -86.83, -134.4, -63.19, -151.86, tool_torque, 0.588, 0.128, 0.172, tool_momentum, 0.583, 0.128, 0.172, robot_mode, rotation_overlay, 
26/04/2022 13:48:04:539, robot_pos_w_timestamp, 1650977182568, 554.16, 145.18, 274.41, 2.38, -0.07, 3.1, tool_force, -2.0, 1.19, 1.1, actual_rep, 3, curr_step, 26, track_size, 77, robot_vel, 48.26, joints_pos, 45.05, 50.34, -48.31, -87.86, -134.22, -63.23, -152.07, tool_torque, 0.68, 0.018, 0.342, tool_momentum, 0.658, 0.013, 0.338, robot_mode, rotation_overlay, 
26/04/2022 13:48:04:692, robot_pos_w_timestamp, 1650977182717, 548.63, 146.72, 280.22, 2.39, -0.07, 3.1, tool_force, -1.29, 0.3, 0.64, actual_rep, 3, curr_step, 28, track_size, 77, robot_vel, 51.49, joints_pos, 45.73, 49.26, -48.42, -88.71, -135.06, -63.2, -151.93, tool_torque, 0.541, 0.038, 0.213, tool_momentum, 0.574, -0.012, 0.217, robot_mode, rotation_overlay, 
26/04/2022 13:48:04:893, robot_pos_w_timestamp, 1650977182868, 543.45, 148.14, 286.07, 2.4, -0.07, 3.1, tool_force, -2.09, 0.59, 0.94, actual_rep, 3, curr_step, 29, track_size, 77, robot_vel, 52.63, joints_pos, 46.32, 48.14, -48.48, -89.5, -135.83, -63.21, -152.05, tool_torque, 0.526, 0.147, 0.311, tool_momentum, 0.531, 0.148, 0.311, robot_mode, rotation_overlay, 
26/04/2022 13:48:04:994, robot_pos_w_timestamp, 1650977183018, 538.38, 149.62, 291.71, 2.41, -0.07, 3.11, tool_force, -1.9, 0.1, 1.01, actual_rep, 3, curr_step, 30, track_size, 77, robot_vel, 49.3, joints_pos, 46.88, 47.13, -48.48, -90.08, -137.05, -63.45, -151.89, tool_torque, 0.291, 0.042, 0.101, tool_momentum, 0.332, 0.024, 0.105, robot_mode, rotation_overlay, 
26/04/2022 13:48:05:194, robot_pos_w_timestamp, 1650977183169, 533.95, 151.55, 297.55, 2.42, -0.06, 3.11, tool_force, -2.61, 0.42, 1.24, actual_rep, 3, curr_step, 31, track_size, 77, robot_vel, 48.69, joints_pos, 47.56, 46.07, -48.52, -90.69, -138.21, -63.29, -151.58, tool_torque, 0.475, 0.352, 0.045, tool_momentum, 0.472, 0.357, 0.046, robot_mode, rotation_overlay, 
26/04/2022 13:48:05:297, robot_pos_w_timestamp, 1650977183319, 529.96, 154.06, 303.31, 2.42, -0.06, 3.12, tool_force, -1.82, 0.35, 1.44, actual_rep, 3, curr_step, 32, track_size, 77, robot_vel, 51.83, joints_pos, 48.19, 45.17, -48.54, -91.03, -139.43, -63.46, -150.63, tool_torque, 0.339, 0.023, 0.024, tool_momentum, 0.326, 0.027, 0.022, robot_mode, rotation_overlay, 
26/04/2022 13:48:05:497, robot_pos_w_timestamp, 1650977183472, 526.8, 157.19, 309.14, 2.42, -0.05, 3.12, tool_force, -2.09, 0.21, 0.43, actual_rep, 3, curr_step, 33, track_size, 77, robot_vel, 45.72, joints_pos, 48.83, 44.27, -48.54, -91.3, -140.5, -63.44, -149.67, tool_torque, 0.395, 0.184, 0.052, tool_momentum, 0.418, 0.195, 0.055, robot_mode, rotation_overlay, 
26/04/2022 13:48:05:601, robot_pos_w_timestamp, 1650977183620, 523.75, 161.02, 314.9, 2.42, -0.05, 3.12, tool_force, -1.47, 0.17, 0.64, actual_rep, 3, curr_step, 33, track_size, 77, robot_vel, 48.35, joints_pos, 49.43, 43.42, -48.49, -91.5, -141.37, -63.55, -148.72, tool_torque, 0.301, 0.031, 0.017, tool_momentum, 0.307, 0.027, 0.019, robot_mode, rotation_overlay, 
26/04/2022 13:48:05:803, robot_pos_w_timestamp, 1650977183771, 520.35, 165.33, 320.66, 2.42, -0.05, 3.12, tool_force, 1.54, -2.62, 0.24, actual_rep, 3, curr_step, 34, track_size, 77, robot_vel, 55.43, joints_pos, 50.0, 42.57, -48.41, -91.65, -141.98, -63.93, -147.86, tool_torque, 0.202, -0.216, 0.073, tool_momentum, 0.198, -0.219, 0.073, robot_mode, rotation_overlay, 
26/04/2022 13:48:05:897, robot_pos_w_timestamp, 1650977183921, 517.7, 169.27, 326.45, 2.42, -0.06, 3.12, tool_force, -6.93, -2.49, 1.05, actual_rep, 3, curr_step, 35, track_size, 77, robot_vel, 47.83, joints_pos, 50.5, 41.84, -48.38, -91.65, -142.54, -64.41, -146.84, tool_torque, 0.076, 0.23, 0.136, tool_momentum, 0.084, 0.228, 0.138, robot_mode, rotation_overlay, 
26/04/2022 13:48:06:103, robot_pos_w_timestamp, 1650977184070, 515.43, 173.27, 331.26, 2.41, -0.06, 3.12, tool_force, -14.54, -5.25, 6.28, actual_rep, 3, curr_step, 36, track_size, 77, robot_vel, 37.83, joints_pos, 50.98, 41.25, -48.34, -91.61, -143.02, -64.81, -145.64, tool_torque, -0.012, 0.589, 0.313, tool_momentum, -0.016, 0.6, 0.313, robot_mode, rotation_overlay, 
26/04/2022 13:48:06:204, robot_pos_w_timestamp, 1650977184219, 512.39, 178.8, 334.27, 2.4, -0.06, 3.12, tool_force, -13.64, -7.02, 17.79, actual_rep, 3, curr_step, 36, track_size, 77, robot_vel, 53.04, joints_pos, 51.6, 40.74, -48.18, -91.69, -143.43, -64.99, -144.28, tool_torque, 0.329, 0.59, 0.498, tool_momentum, 0.338, 0.581, 0.498, robot_mode, rotation_overlay, 
26/04/2022 13:48:06:405, robot_pos_w_timestamp, 1650977184372, 508.99, 181.45, 335.53, 2.4, -0.06, 3.12, tool_force, -6.23, -9.55, 19.74, actual_rep, 3, curr_step, 37, track_size, 77, robot_vel, 25.07, joints_pos, 52.1, 40.33, -48.18, -92.09, -143.59, -64.9, -143.82, tool_torque, 0.664, 0.666, 0.341, tool_momentum, 0.687, 0.684, 0.341, robot_mode, rotation_overlay, 
26/04/2022 13:48:06:505, robot_pos_w_timestamp, 1650977184522, 507.39, 186.67, 339.31, 2.4, -0.07, 3.11, tool_force, -10.68, -10.8, 22.31, actual_rep, 3, curr_step, 37, track_size, 77, robot_vel, 45.5, joints_pos, 52.52, 39.88, -48.05, -91.98, -143.52, -65.14, -143.21, tool_torque, 0.591, 0.498, 0.442, tool_momentum, 0.598, 0.49, 0.443, robot_mode, rotation_overlay, 
26/04/2022 13:48:06:705, robot_pos_w_timestamp, 1650977184673, 505.5, 188.74, 340.02, 2.4, -0.07, 3.11, tool_force, -4.73, -11.73, 24.73, actual_rep, 3, curr_step, 37, track_size, 77, robot_vel, 9.53, joints_pos, 52.79, 39.68, -48.01, -92.14, -143.59, -65.16, -143.0, tool_torque, 0.822, 0.494, 0.222, tool_momentum, 0.843, 0.512, 0.222, robot_mode, rotation_overlay, 
26/04/2022 13:48:06:811, robot_pos_w_timestamp, 1650977184826, 505.98, 190.5, 341.98, 2.4, -0.07, 3.11, tool_force, -1.95, -5.25, 14.01, actual_rep, 3, curr_step, 38, track_size, 77, robot_vel, 32.69, joints_pos, 52.89, 39.56, -47.99, -91.9, -143.57, -65.28, -142.8, tool_torque, 0.545, 0.119, -0.025, tool_momentum, 0.521, 0.134, -0.029, robot_mode, rotation_overlay, 
26/04/2022 13:48:06:978, robot_pos_w_timestamp, 1650977184974, 504.15, 197.12, 348.7, 2.39, -0.07, 3.11, tool_force, -1.8, -0.3, 1.4, actual_rep, 3, curr_step, 39, track_size, 77, robot_vel, 50.44, joints_pos, 53.63, 39.0, -48.01, -91.5, -144.33, -65.8, -141.06, tool_torque, 0.281, 0.064, 0.042, tool_momentum, 0.295, 0.052, 0.043, robot_mode, rotation_overlay, 
26/04/2022 13:48:07:114, robot_pos_w_timestamp, 1650977185126, 501.55, 202.89, 351.73, 2.39, -0.07, 3.11, tool_force, -2.31, 0.41, 0.58, actual_rep, 3, curr_step, 39, track_size, 77, robot_vel, 42.16, joints_pos, 54.31, 38.57, -47.99, -91.55, -144.36, -65.74, -140.3, tool_torque, 0.479, 0.207, 0.046, tool_momentum, 0.473, 0.202, 0.047, robot_mode, rotation_overlay, 
26/04/2022 13:48:07:249, robot_pos_w_timestamp, 1650977185278, 499.04, 208.82, 354.12, 2.39, -0.07, 3.1, tool_force, -1.57, -0.28, 0.84, actual_rep, 3, curr_step, 40, track_size, 77, robot_vel, 47.92, joints_pos, 54.96, 38.28, -47.95, -91.53, -144.36, -65.82, -139.33, tool_torque, 0.283, -0.037, 0.057, tool_momentum, 0.279, -0.036, 0.057, robot_mode, rotation_overlay, 
